road	N106
km	51.208
type	Arch Masonry
lrpName	LRP053e
name	MOIS PARA CULVERT
length	3
condition	B
structureNr	108096
est cost	1.07
roadName	Chittagong-Hathazari-Rangamati Road
chainage	51.208
width	7.2
constructionYear	1965
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.628666666666668
lon	92.11283333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108096&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108096&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108096&vRoadID=6&vSurveyYear=2004&vSubdivID=570
