road	N106
km	41.355
type	Arch Masonry
lrpName	LRP043b
name	RANIRAT ARCK
length	6.6
condition	A
structureNr	108223
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	41.355
width	7.5
constructionYear	1969
spans	2
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.579777777777778
lon	92.04769444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108223&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108223&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108223&vRoadID=6&vSurveyYear=2004&vSubdivID=570
