road	N106
km	19.918
type	Steel Beam & RCC Slab
lrpName	LRP021b
name	GORIA STEEL BEEM
length	36.3
condition	A
structureNr	107998
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	19.918
width	9.8
constructionYear	1996
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.526305555555556
lon	91.87272222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107998&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107998&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107998&vRoadID=6&vSurveyYear=2004&vSubdivID=270
