road	N106
km	33.109
type	Box Culvert
lrpName	LRP035a
name	Chairman Gate 2
length	3
condition	A
structureNr	108150
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	33.109
width	10.1
constructionYear	1986
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.546861111111113
lon	91.98866666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108150&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108150&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108150&vRoadID=6&vSurveyYear=2004&vSubdivID=570
