road	N106
km	31.149
type	Box Culvert
lrpName	LRP033b
name	DILBABUNRA
length	4.5
condition	A
structureNr	108002
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	31.149
width	10.1
constructionYear	1985
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.54213888888889
lon	91.97644444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108002&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108002&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108002&vRoadID=6&vSurveyYear=2004&vSubdivID=570
