road	N106
km	18.697
type	Box Culvert
lrpName	LRP020c
name	GOHIRA
length	3
condition	A
structureNr	108012
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	18.697
width	12.2
constructionYear	1995
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.519916666666667
lon	91.86334444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108012&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108012&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108012&vRoadID=6&vSurveyYear=2004&vSubdivID=270
