road	N106
km	32.974
type	Box Culvert
lrpName	LRP034e
name	CHAIRMAN GHAT BOX CULVERT(R)
length	2
condition	D
structureNr	108162
est cost	0.2
roadName	Chittagong-Hathazari-Rangamati Road
chainage	32.974
width	9.8
constructionYear	1965
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.5465
lon	91.98755555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108162&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108162&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108162&vRoadID=6&vSurveyYear=2004&vSubdivID=570
