road	N106
km	33.563
type	Arch Masonry
lrpName	LRP035c
name	PAHARPARA ARCH MAS
length	1.5
condition	A
structureNr	108169
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	33.563
width	10.3
constructionYear	1960
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.545166666666667
lon	91.99272222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108169&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108169&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108169&vRoadID=6&vSurveyYear=2004&vSubdivID=570
