road	N106
km	13.956
type	Slab Culvert
lrpName	LRP014b
name	SHAZZAPUR SLAB CULVERT
length	9.5
condition	B
structureNr	107946
est cost	0.3
roadName	Chittagong-Hathazari-Rangamati Road
chainage	13.956
width	7.9
constructionYear	1985
spans	2
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.503444444444444
lon	91.82280555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107946&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107946&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107946&vRoadID=6&vSurveyYear=2004&vSubdivID=270
