road	N106
km	36.661
type	RCC Girder Bridge
lrpName	LRP038c
name	Chukhar Mil Rcc Bridge
length	25.2
condition	C
structureNr	108153
est cost	1.5
roadName	Chittagong-Hathazari-Rangamati Road
chainage	36.661
width	10
constructionYear	1990
spans	3
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.552666666666667
lon	92.01658333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108153&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108153&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108153&vRoadID=6&vSurveyYear=2004&vSubdivID=570
