road	R460
km	12.03
type	Box Culvert
lrpName	LRP012c
name	SHEREPARA CULVER
length	1.5
condition	A
structureNr	104338
est cost	0
roadName	Jamalpur-Sherpur-Bangaon Road
chainage	12.03
width	8.5
constructionYear	1989
spans	1
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.001944444444444
lon	90.00944444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104338&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104338&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104338&vRoadID=119&vSurveyYear=2004&vSubdivID=534
