road	R460
km	26.295
type	Box Culvert
lrpName	LRP026c
name	JULGAON CULVERT 4
length	13
condition	A
structureNr	104436
est cost	0
roadName	Jamalpur-Sherpur-Bangaon Road
chainage	26.295
width	7.4
constructionYear	1990
spans	3
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.113555555555557
lon	90.05369444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104436&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104436&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104436&vRoadID=119&vSurveyYear=2004&vSubdivID=534
