road	Z5043
km	0.86
type	Box Culvert
lrpName	LRPSb
name	.
length	8.7
condition	A
structureNr	115971
est cost	0
roadName	Taras-Gurudaspur Road
chainage	0.86
width	4
constructionYear	1990
spans	2
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Sherpur (Bogra)
lat	24.42827777777778
lon	89.35713888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115971&vRoadID=582&vSurveyYear=2006&vSubdivID=292
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115971&vRoadID=582&vSurveyYear=2006&vSubdivID=292
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115971&vRoadID=582&vSurveyYear=2006&vSubdivID=292
