road	R749
km	27.372
type	Slab Culvert
lrpName	LRP027b
name	.
length	1.6
condition	A
structureNr	103636
est cost	0
roadName	Darsana-Mujibnagar Road
chainage	27.372
width	4.95
constructionYear	1984
spans	1
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.659444444444443
lon	88.61138888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103636&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103636&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103636&vRoadID=155&vSurveyYear=2004&vSubdivID=591
