road	R749
km	1.021
type	Slab Culvert
lrpName	LRP001a
name	.
length	1.7
condition	A
structureNr	102922
est cost	0
roadName	Darsana-Mujibnagar Road
chainage	1.021
width	7.5
constructionYear	1985
spans	1
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.52611111111111
lon	88.79833333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102922&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102922&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102922&vRoadID=155&vSurveyYear=2004&vSubdivID=591
