road	Z1210
km	0.128
type	Box Culvert
lrpName	LRPSa
name	BIRASAR CULVERT
length	1
condition	A
structureNr	103146
est cost	0
roadName	Brahmanbaria-Lalpur Road
chainage	0.128
width	5.5
constructionYear	1974
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.981583333333333
lon	91.09899999999999
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103146&vRoadID=453&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103146&vRoadID=453&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103146&vRoadID=453&vSurveyYear=2004&vSubdivID=540
