road	R203
km	37.369
type	RCC Girder Bridge
lrpName	LRP038a
name	Sonarampur (2)
length	8
condition	C
structureNr	114092
est cost	0.4
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	37.369
width	4
constructionYear	1993
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.82338888888889
lon	90.78841666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114092&vRoadID=92&vSurveyYear=2004&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114092&vRoadID=92&vSurveyYear=2004&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114092&vRoadID=92&vSurveyYear=2004&vSubdivID=539
