road	R203
km	18.146
type	Baily with Steel Deck
lrpName	LRP018d
name	Bisnandi Bailey
length	30
condition	C
structureNr	114074
est cost	0.9
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	18.146
width	3.4
constructionYear	1994
spans	1
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	23.788333333333334
lon	90.72888888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114074&vRoadID=92&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114074&vRoadID=92&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114074&vRoadID=92&vSurveyYear=2004&vSubdivID=520
