road	R203
km	52.956
type	RCC Girder Bridge
lrpName	LRP054d
name	Momtazer Bari
length	12
condition	C
structureNr	114112
est cost	0.2
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	52.956
width	5.5
constructionYear	1995
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.831194444444446
lon	90.90372222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114112&vRoadID=92&vSurveyYear=2004&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114112&vRoadID=92&vSurveyYear=2004&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114112&vRoadID=92&vSurveyYear=2004&vSubdivID=539
