road	R203
km	44.058
type	Box Culvert
lrpName	LRP045b
name	Pairakandi(5)
length	5
condition	B
structureNr	114083
est cost	0.4
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	44.058
width	4.5
constructionYear	1995
spans	2
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.849083333333333
lon	90.84080555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114083&vRoadID=92&vSurveyYear=2004&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114083&vRoadID=92&vSurveyYear=2004&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114083&vRoadID=92&vSurveyYear=2004&vSubdivID=539
