road	R203
km	52.956
type	RCC Girder Bridge
lrpName	LRP054d
name	Della para Bridge
length	11.68
condition	C
structureNr	119878
est cost	0.068
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	52.956
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.847214664583333
lon	90.95922453541667
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119878&vRoadID=92&vSurveyYear=2013&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119878&vRoadID=92&vSurveyYear=2013&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119878&vRoadID=92&vSurveyYear=2013&vSubdivID=539
