road	R203
km	3.843
type	Box Culvert
lrpName	LRP003c
name	DUKTARA BOX CULVERT
length	14
condition	B
structureNr	114048
est cost	0.37
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	3.843
width	7.2
constructionYear	1995
spans	3
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	23.790361111111114
lon	90.60655555555554
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114048&vRoadID=92&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114048&vRoadID=92&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114048&vRoadID=92&vSurveyYear=2004&vSubdivID=520
