road	R880
km	46.884
type	RCC Girder Bridge
lrpName	LRP046b
name	.
length	27.27
condition	A
structureNr	111321
est cost	0
roadName	Patuakhali-Amtali-Barguna-Kacchira Road
chainage	46.884
width	4.8
constructionYear	1990
spans	3
zone	Barisal
circle	Patuakhali
division	Barguna
sub-division	Barguna
lat	22.157777777777778
lon	90.08805555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111321&vRoadID=174&vSurveyYear=2004&vSubdivID=578
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111321&vRoadID=174&vSurveyYear=2004&vSubdivID=578
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111321&vRoadID=174&vSurveyYear=2004&vSubdivID=578
