road	R250
km	77.834
type	Box Culvert
lrpName	LRP076d
name	PILLA KANDA BOX CULVERT
length	3
condition	A
structureNr	100775
est cost	0
roadName	Sylhet-Golapganj-Charkhai-Jakiganj Road
chainage	77.834
width	7.3
constructionYear	1976
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.879166666666666
lon	92.46938888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100775&vRoadID=99&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100775&vRoadID=99&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100775&vRoadID=99&vSurveyYear=2004&vSubdivID=562
