road	R250
km	64.762
type	RCC Girder Bridge
lrpName	LRP063c
name	Kaliganj Bazar Bridge
length	25
condition	B
structureNr	120718
est cost	0.1
roadName	Sylhet-Golapganj-Charkhai-Jakiganj Road
chainage	64.762
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.953855540000003
lon	92.41870487999999
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120718&vRoadID=99&vSurveyYear=2013&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120718&vRoadID=99&vSurveyYear=2013&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120718&vRoadID=99&vSurveyYear=2013&vSubdivID=562
