road	R250
km	84.849
type	RCC Girder Bridge
lrpName	LRP083c
name	FOLAHAT BRIDGE
length	9.8
condition	C
structureNr	100774
est cost	0.61
roadName	Sylhet-Golapganj-Charkhai-Jakiganj Road
chainage	84.849
width	4.1
constructionYear	1964
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.86825
lon	92.40416666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100774&vRoadID=99&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100774&vRoadID=99&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100774&vRoadID=99&vSurveyYear=2004&vSubdivID=562
