road	Z8708
km	0.404
type	Slab Culvert
lrpName	LRPSa
name	.
length	5.25
condition	B
structureNr	112216
est cost	0.032
roadName	Rajapur-Kathalia-Amua-Bamna-Patharghata Road
chainage	0.404
width	7.35
constructionYear	1991
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.563055555555557
lon	90.14361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112216&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112216&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112216&vRoadID=776&vSurveyYear=2004&vSubdivID=584
