road	Z8708
km	28.796
type	Box Culvert
lrpName	LRP028b
name	.
length	5.15
condition	A
structureNr	112464
est cost	0
roadName	Rajapur-Kathalia-Amua-Bamna-Patharghata Road
chainage	28.796
width	7.25
constructionYear	1996
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.37138888888889
lon	90.08361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112464&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112464&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112464&vRoadID=776&vSurveyYear=2004&vSubdivID=584
