road	Z3706
km	19.03
type	Box Culvert
lrpName	LRP019b
name	NODIA
length	1
condition	B
structureNr	105475
est cost	0
roadName	Netrokona-Kendua Road
chainage	19.03
width	8
constructionYear	1982
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Kendua
lat	24.703333333333333
lon	90.78311111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105475&vRoadID=295&vSurveyYear=2004&vSubdivID=532
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105475&vRoadID=295&vSurveyYear=2004&vSubdivID=532
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105475&vRoadID=295&vSurveyYear=2004&vSubdivID=532
