road	Z7553
km	0.912
type	Box Culvert
lrpName	LRPSa
name	.
length	1
condition	A
structureNr	111292
est cost	0
roadName	Keshabpur -Betgram Road
chainage	0.912
width	9.17
constructionYear	1997
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	22.90972222222222
lon	89.21138888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111292&vRoadID=721&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111292&vRoadID=721&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111292&vRoadID=721&vSurveyYear=2004&vSubdivID=323
