road	Z2042
km	7.25
type	Box Culvert
lrpName	LRP008b
name	GANGKOL 2
length	0.9
condition	A
structureNr	106691
est cost	0
roadName	Narsingdi (Morjal)-Belabo Road
chainage	7.25
width	7.2
constructionYear	2004
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.09272222222222
lon	90.8508611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106691&vRoadID=205&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106691&vRoadID=205&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106691&vRoadID=205&vSurveyYear=2004&vSubdivID=523
