road	Z5059
km	0.025
type	Slab Culvert
lrpName	LRPSa
name	.
length	4.6
condition	A
structureNr	115154
est cost	0
roadName	Thakurgaon-Ruhea Road
chainage	0.025
width	6.2
constructionYear	1976
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.03902777777778
lon	88.44530555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115154&vRoadID=676&vSurveyYear=2006&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115154&vRoadID=676&vSurveyYear=2006&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115154&vRoadID=676&vSurveyYear=2006&vSubdivID=298
