road	N506
km	37.598
type	Box Culvert
lrpName	LRP037b
name	.
length	3.5
condition	B
structureNr	109851
est cost	0.03
roadName	Rangpur-Barobari-Kurigram Road
chainage	37.598
width	12.1
constructionYear	1988
spans	1
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.860000000000003
lon	89.55083333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109851&vRoadID=34&vSurveyYear=2004&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109851&vRoadID=34&vSurveyYear=2004&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109851&vRoadID=34&vSurveyYear=2004&vSubdivID=289
