road	N506
km	13.483
type	Box Culvert
lrpName	LRP014a
name	.
length	1.95
condition	B
structureNr	109732
est cost	0
roadName	Rangpur-Barobari-Kurigram Road
chainage	13.483
width	12.2
constructionYear	1985
spans	1
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-1
lat	25.765
lon	89.37666666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109732&vRoadID=34&vSurveyYear=2004&vSubdivID=287
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109732&vRoadID=34&vSurveyYear=2004&vSubdivID=287
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109732&vRoadID=34&vSurveyYear=2004&vSubdivID=287
