road	R312
km	10.992
type	Baily with Steel Deck
lrpName	LRP010d
name	RAZABARI HALUEBULSTEEL BRIDGE
length	15.24
condition	D
structureNr	102023
est cost	2.86
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	10.992
width	3.5
constructionYear	1964
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.10741666666667
lon	90.504
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102023&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102023&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102023&vRoadID=109&vSurveyYear=2004&vSubdivID=513
