road	R312
km	24.916
type	RCC Girder Bridge
lrpName	LRP024b
name	Araljuri Bridge
length	15
condition	A
structureNr	121391
est cost	0
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	24.916
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.1688882 
lon	90.5918886 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121391&vRoadID=109&vSurveyYear=2013&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121391&vRoadID=109&vSurveyYear=2013&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121391&vRoadID=109&vSurveyYear=2013&vSubdivID=513
