road	R312
km	31.266
type	RCC Girder Bridge
lrpName	LRP030c
name	Uzoli Bridge
length	45.15
condition	A
structureNr	121396
est cost	0
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	31.266
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.2217277106
lon	90.61827805
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121396&vRoadID=109&vSurveyYear=2013&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121396&vRoadID=109&vSurveyYear=2013&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121396&vRoadID=109&vSurveyYear=2013&vSubdivID=513
