road	R312
km	15.194
type	Box Culvert
lrpName	LRP015a
name	JAMIRA CHAR CULVERT
length	15.6
condition	B
structureNr	102020
est cost	1.76
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	15.194
width	7.5
constructionYear	1988
spans	3
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.113805555555558
lon	90.54047222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102020&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102020&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102020&vRoadID=109&vSurveyYear=2004&vSubdivID=513
