road	R312
km	20.137
type	RCC Girder Bridge
lrpName	LRP019d
name	Dragaon Bridge
length	37.6
condition	C
structureNr	121382
est cost	347.6
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	20.137
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.1334441 
lon	90.5743882 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121382&vRoadID=109&vSurveyYear=2013&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121382&vRoadID=109&vSurveyYear=2013&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121382&vRoadID=109&vSurveyYear=2013&vSubdivID=513
