road	R312
km	6.925
type	Box Culvert
lrpName	LRP006b
name	GOLADIA CULVERT
length	6.15
condition	B
structureNr	102003
est cost	1.5
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	6.925
width	7.96
constructionYear	1980
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.10152777777778
lon	90.46577777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102003&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102003&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102003&vRoadID=109&vSurveyYear=2004&vSubdivID=513
