road	Z1087
km	0.759
type	Box Culvert
lrpName	LRPSd
name	C.C HIGH SCOOOL BOX CULVERT
length	5.6
condition	C
structureNr	113990
est cost	0.7
roadName	Sitakunda (Barabkunda)-Dala-Dalai-Hathazari (Katirhat) Road
chainage	0.759
width	8
constructionYear	1999
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.581972222222223
lon	91.68672222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113990&vRoadID=307&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113990&vRoadID=307&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113990&vRoadID=307&vSurveyYear=2004&vSubdivID=271
