road	Z1087
km	0.316
type	Slab Culvert
lrpName	LRPSc
name	BARAB KUNDO SLAB CULVERD
length	0.8
condition	B
structureNr	113987
est cost	0.36
roadName	Sitakunda (Barabkunda)-Dala-Dalai-Hathazari (Katirhat) Road
chainage	0.316
width	5.5
constructionYear	1990
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.58175
lon	91.6825
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113987&vRoadID=307&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113987&vRoadID=307&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113987&vRoadID=307&vSurveyYear=2004&vSubdivID=271
