road	Z8704
km	7.357
type	Box Culvert
lrpName	LRP006e
name	.
length	2
condition	A
structureNr	113680
est cost	0
roadName	Jhalokati-Nabagram-Gava-Ekshirapara Road
chainage	7.357
width	11
constructionYear	2001
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.707833333333333
lon	90.20744444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113680&vRoadID=782&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113680&vRoadID=782&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113680&vRoadID=782&vSurveyYear=2004&vSubdivID=584
