road	Z8704
km	16.93
type	Box Culvert
lrpName	LRP015e
name	.
length	3.65
condition	A
structureNr	113732
est cost	0
roadName	Jhalokati-Nabagram-Gava-Ekshirapara Road
chainage	16.93
width	7.2
constructionYear	2000
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.766111111111112
lon	90.18227777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113732&vRoadID=782&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113732&vRoadID=782&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113732&vRoadID=782&vSurveyYear=2004&vSubdivID=584
