road	Z5034
km	0.496
type	Slab Culvert
lrpName	LRPSb
name	.
length	2.5
condition	C
structureNr	111216
est cost	0.2
roadName	Sherpur-Kaigari-Nandigram Road
chainage	0.496
width	4.8
constructionYear	1988
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Sherpur (Bogra)
lat	24.66611111111111
lon	89.41361111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111216&vRoadID=648&vSurveyYear=2004&vSubdivID=292
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111216&vRoadID=648&vSurveyYear=2004&vSubdivID=292
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111216&vRoadID=648&vSurveyYear=2004&vSubdivID=292
