road	R549
km	2.158
type	RCC Girder Bridge
lrpName	LRP002a
name	.
length	8.4
condition	C
structureNr	100384
est cost	0
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	2.158
width	6.5
constructionYear	1980
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.975277777777777
lon	88.9175
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100384&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100384&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100384&vRoadID=128&vSurveyYear=2004&vSubdivID=305
