road	R549
km	12.798
type	Arch Masonry
lrpName	LRP012d
name	.
length	1.7
condition	D
structureNr	100649
est cost	2
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	12.798
width	5.5
constructionYear	1968
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	25.04416666666667
lon	88.97833333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100649&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100649&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100649&vRoadID=128&vSurveyYear=2004&vSubdivID=305
