road	R549
km	12.153
type	Slab Culvert
lrpName	LRP012b
name	.
length	1.65
condition	C
structureNr	100505
est cost	1.3
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	12.153
width	5.6
constructionYear	1980
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	25.039444444444445
lon	88.97472222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100505&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100505&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100505&vRoadID=128&vSurveyYear=2004&vSubdivID=305
