road	Z2045
km	18.695
type	RCC Girder Bridge
lrpName	LRP018e
name	Dulalpur More Bridge
length	9.76
condition	A
structureNr	119916
est cost	0
roadName	Panchdona (Asmandir Char)-Charsindur (Dulalpur) Road
chainage	18.695
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	24.0463886 
lon	90.6804993 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119916&vRoadID=207&vSurveyYear=2013&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119916&vRoadID=207&vSurveyYear=2013&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119916&vRoadID=207&vSurveyYear=2013&vSubdivID=522
