road	Z1081
km	6.9
type	Slab Culvert
lrpName	LRP006c
name	.
length	1.4
condition	B
structureNr	117073
est cost	0.1
roadName	Fulgazi (Munshirhat)-Fazilpur Road (K.B Haider Road)
chainage	6.9
width	7.5
constructionYear	1998
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-2
lat	23.059694444444446
lon	91.4535
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117073&vRoadID=526&vSurveyYear=2006&vSubdivID=546
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117073&vRoadID=526&vSurveyYear=2006&vSubdivID=546
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117073&vRoadID=526&vSurveyYear=2006&vSubdivID=546
