road	R745
km	71.687
type	RCC Girder Bridge
lrpName	LRP073b
name	Gokul Khali Bridge
length	45.1
condition	A
structureNr	118829
est cost	0.709
roadName	Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road
chainage	71.687
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.697083 
lon	88.7987497 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118829&vRoadID=151&vSurveyYear=2013&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118829&vRoadID=151&vSurveyYear=2013&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118829&vRoadID=151&vSurveyYear=2013&vSubdivID=591
