road	R745
km	78.936
type	RCC Girder Bridge
lrpName	LRP080b
name	Mathabhanga Bridge
length	140
condition	C
structureNr	118830
est cost	1.065
roadName	Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road
chainage	78.936
width	8.9
constructionYear	1958
spans	6
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.781666666666666
lon	88.97316666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118830&vRoadID=151&vSurveyYear=2013&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118830&vRoadID=151&vSurveyYear=2013&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118830&vRoadID=151&vSurveyYear=2013&vSubdivID=591
