road	R241
km	44.441
type	RCC Bridge
lrpName	LRP044a
name	Shisni Bridge
length	29.6
condition	A
structureNr	119960
est cost	0.389
roadName	Auskandi-Raniganj-Jagannathpur-Pagla Road
chainage	44.441
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Chattak
lat	24.918437175599998
lon	91.4637447728
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119960&vRoadID=98&vSurveyYear=2013&vSubdivID=556
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119960&vRoadID=98&vSurveyYear=2013&vSubdivID=556
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119960&vRoadID=98&vSurveyYear=2013&vSubdivID=556
