road	R241
km	39.334
type	RCC Bridge
lrpName	LRP039a
name	CHAYRA RCC BRIDGE
length	19.2
condition	A
structureNr	114979
est cost	0
roadName	Auskandi-Raniganj-Jagannathpur-Pagla Road
chainage	39.334
width	10.9
constructionYear	2003
spans	3
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Chattak
lat	24.87361111111111
lon	91.49338888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114979&vRoadID=98&vSurveyYear=2004&vSubdivID=556
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114979&vRoadID=98&vSurveyYear=2004&vSubdivID=556
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114979&vRoadID=98&vSurveyYear=2004&vSubdivID=556
