road	R748
km	17.189
type	Box Culvert
lrpName	LRP017a
name	.
length	2.93
condition	A
structureNr	103120
est cost	0
roadName	Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road
chainage	17.189
width	10.92
constructionYear	1991
spans	1
zone	Khulna
circle	Jessore
division	Meherpur
sub-division	Meherpur
lat	23.535833333333336
lon	88.80444444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103120&vRoadID=154&vSurveyYear=2004&vSubdivID=328
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103120&vRoadID=154&vSurveyYear=2004&vSubdivID=328
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103120&vRoadID=154&vSurveyYear=2004&vSubdivID=328
