road	Z4016
km	7.708
type	Truss with Steel Deck
lrpName	LRP007h
name	Nagbari Bridge
length	73
condition	B
structureNr	121064
est cost	0.1
roadName	Kalihati-Ratanganj-Shakipur Road
chainage	7.708
width	
constructionYear	
spans	
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Madhupur
lat	24.340576724798712
lon	90.0476974879227
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121064&vRoadID=255&vSurveyYear=2013&vSubdivID=535
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121064&vRoadID=255&vSurveyYear=2013&vSubdivID=535
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121064&vRoadID=255&vSurveyYear=2013&vSubdivID=535
