road	Z4016
km	5.944
type	Box Culvert
lrpName	LRP005g
name	DOLLA
length	6
condition	B
structureNr	114433
est cost	0.4
roadName	Kalihati-Ratanganj-Shakipur Road
chainage	5.944
width	7.4
constructionYear	1986
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Madhupur
lat	24.35013888888889
lon	90.03430555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114433&vRoadID=255&vSurveyYear=2004&vSubdivID=535
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114433&vRoadID=255&vSurveyYear=2004&vSubdivID=535
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114433&vRoadID=255&vSurveyYear=2004&vSubdivID=535
