road	Z1601
km	0.412
type	Baily with Steel Deck
lrpName	LRPSb
name	Lamoa Bridge
length	15.44
condition	C
structureNr	121590
est cost	0.195
roadName	Manikchahri-Laksmichhari Road
chainage	0.412
width	
constructionYear	
spans	
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Dighinala
lat	22.8392219 
lon	91.8388052 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121590&vRoadID=361&vSurveyYear=2013&vSubdivID=567
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121590&vRoadID=361&vSurveyYear=2013&vSubdivID=567
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121590&vRoadID=361&vSurveyYear=2013&vSubdivID=567
