road	R302
km	3.53
type	Box Culvert
lrpName	LRP003b
name	GANO PARA
length	1.5
condition	B
structureNr	113074
est cost	0.17
roadName	Kaliganj Bazr Road
chainage	3.53
width	7.3
constructionYear	1998
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	23.923972222222222
lon	90.58902777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113074&vRoadID=105&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113074&vRoadID=105&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113074&vRoadID=105&vSurveyYear=2004&vSubdivID=514
