road	R680
km	44.019
type	Slab Culvert
lrpName	LRP044d
name	.
length	3.6
condition	A
structureNr	100316
est cost	0
roadName	Rajshahi-Godagari-Nawabganj Road
chainage	44.019
width	9.6
constructionYear	1986
spans	1
zone	Rajshahi
circle	Rajshahi
division	Nawabganj
sub-division	Nawabganj
lat	24.59611111111111
lon	88.28111111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100316&vRoadID=142&vSurveyYear=2004&vSubdivID=307
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100316&vRoadID=142&vSurveyYear=2004&vSubdivID=307
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100316&vRoadID=142&vSurveyYear=2004&vSubdivID=307
