road	R506
km	28.242
type	Box Culvert
lrpName	LRP028b
name	NAGORPUR Culvert
length	6.2
condition	D
structureNr	102387
est cost	19.88
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	28.242
width	3.2
constructionYear	1975
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.056416666666667
lon	89.87297222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102387&vRoadID=123&vSurveyYear=2004&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102387&vRoadID=123&vSurveyYear=2004&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102387&vRoadID=123&vSurveyYear=2004&vSubdivID=537
