road	R506
km	19.168
type	Truss with Steel Deck
lrpName	LRP019d
name	Chasha Vadra Bridge
length	20.6
condition	C
structureNr	121843
est cost	210
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	19.168
width	
constructionYear	
spans	
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	23.97856112087227
lon	89.8433816894081
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121843&vRoadID=1364&vSurveyYear=2013&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121843&vRoadID=1364&vSurveyYear=2013&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121843&vRoadID=1364&vSurveyYear=2013&vSubdivID=537
