road	R506
km	23.257
type	Truss with Steel Deck
lrpName	LRP023d
name	Balkutia Bridge
length	40.4
condition	B
structureNr	121048
est cost	0.4
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	23.257
width	
constructionYear	
spans	
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.0115 
lon	89.8491386 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121048&vRoadID=123&vSurveyYear=2013&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121048&vRoadID=123&vSurveyYear=2013&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121048&vRoadID=123&vSurveyYear=2013&vSubdivID=537
