road	Z5053
km	0.245
type	Box Culvert
lrpName	LRPSb
name	.
length	4
condition	A
structureNr	115697
est cost	0
roadName	Kahalu Thana Connecting Road
chainage	0.245
width	6
constructionYear	1993
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	24.858611111111113
lon	89.26630555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115697&vRoadID=632&vSurveyYear=2006&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115697&vRoadID=632&vSurveyYear=2006&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115697&vRoadID=632&vSurveyYear=2006&vSubdivID=291
